Group,T_C,tax,lo,hi
para,26.75,1.0455248881332562,1.0105866472244485,1.1018122733409017
para,27,1.0389643552574244,1.0078089038551419,1.09209615507196
para,27.25,1.0331919010225583,1.0055807681507618,1.0816773343922073
para,27.5,1.0278196345545265,1.0037074591171704,1.0720857000472308
para,27.75,1.0226701991741187,1.0021958281089036,1.0627603120347922
para,28,1.017890439258449,1.0010083418006297,1.054260379614512
para,28.25,1.0136492170490468,1.0003378004191603,1.0464122728079066
para,28.5,1.0099461276302488,1.0001118374750055,1.0393756170008595
para,28.75,1.0067703036677207,1.0000430034078198,1.032467415972769
para,29,1.0042336648011863,1.0000146662470006,1.0260771020129003
para,29.25,1.0024501658075846,1.0000061840803491,1.020915098745735
para,29.5,1.0015264744859738,1.0000040414654783,1.0163857147549766
para,29.75,1.001238371897649,1.0000021580212912,1.0134698858718993
para,30,1.001237461505831,1.0000016544980816,1.0151612194492605
para,30.25,1.0017981883325637,1.0000030008049325,1.0207683658346185
para,30.5,1.0033629921594036,1.000008739323254,1.0272311175439606
para,30.75,1.0061985298868756,1.0000294693811012,1.0355195175418217
para,31,1.0102095085935756,1.0001283978729516,1.0441952960216996
para,31.25,1.0154124642574218,1.0004518868744983,1.0555972244168215
para,31.5,1.0219625207706167,1.001875417495364,1.068825986746007
para,31.75,1.0296490986322167,1.004422092282249,1.0831908076202095
para,32,1.0389311041452913,1.00828593803574,1.0991829230803587
para,32.25,1.0496325158313147,1.0131118210572336,1.1176745083950141
para,32.5,1.062119022523425,1.019797977604156,1.1375322472418583
para,32.75,1.0765967540353831,1.027956686139352,1.160634402966016
para,33,1.093280796775768,1.0367811749567115,1.1851980901556718
para,33.25,1.1121119820016736,1.0478406518647059,1.2126982659757175
